Latitude,Longitude,Altitude,Time,VCP0.32,VCP0.32_inph,VCP0.71,VCP0.71_inph,VCP1.14,VCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.480170N,00220.634081W,37.41,12:15:42.11,9.86,1.83,14.99,2.59,18.17,5.58,4.96,32.85,1.7,2.9,
5224.480151N,00220.634089W,37.41,12:15:43.16,9.85,1.83,15.24,2.52,18.56,5.31,1.87,30.59,1.2,4.4,
5224.480146N,00220.634081W,37.41,12:15:44.06,9.5,1.83,14.9,2.54,18.87,5.41,1.9,31.1,1.2,1.9,
5224.480173N,00220.634074W,37.41,12:15:45.11,9.62,1.83,15.17,2.5,19.19,5.22,1.93,31.63,1.2,2,
5224.480166N,00220.634068W,37.4,12:15:46.16,9.96,1.82,15.39,2.48,18.67,5.2,5.09,33.76,1.7,3.6,
5224.480174N,00220.634202W,37.39,12:15:47.06,9.76,1.83,15.05,2.5,18.53,5.18,1.87,30.54,1.2,3.8,
5224.480164N,00220.634207W,37.4,12:15:48.11,10.11,1.82,15.13,2.54,17.95,5.3,4.9,32.46,1.7,2.3,
5224.480179N,00220.634058W,37.39,12:15:49.16,10.58,1.82,15.49,2.57,18.29,5.47,3.58,27.32,1,7.1,
5224.480143N,00220.633957W,37.35,12:15:50.06,11.17,1.81,16.11,2.61,19.16,5.56,5.23,34.64,1.7,3.6,
5224.480183N,00220.634019W,37.36,12:15:51.11,10.75,1.83,16.01,2.6,19.38,5.53,5.29,35.04,1.7,2.5,
5224.480175N,00220.634027W,37.36,12:15:52.15,10.88,1.82,16.11,2.58,19.24,5.5,5.25,34.79,1.7,2.6,
5224.480180N,00220.634035W,37.36,12:15:53.06,10.74,1.82,15.94,2.59,19.04,5.48,5.19,34.43,1.7,2.4,
5224.480207N,00220.634117W,37.36,12:15:54.10,10.08,1.82,15,2.5,18.01,5.18,4.91,32.56,1.7,2.1,
5224.480113N,00220.633806W,37.37,12:15:55.16,10.43,1.81,15.4,2.5,18.56,5.16,5.06,33.56,1.7,2,
5224.480025N,00220.633748W,37.35,12:15:56.06,10.13,1.81,15.01,2.51,18.33,5.29,5,33.14,1.7,2.1,
5224.480070N,00220.633748W,37.37,12:15:57.11,10.32,1.81,14.57,2.51,17.54,5.28,4.78,31.72,1.7,3.1,
5224.479954N,00220.633438W,37.43,12:15:58.16,9.95,1.82,14.42,2.51,17.86,5.25,4.87,32.29,1.7,1.2,
5224.479933N,00220.633338W,37.44,12:15:59.06,9.85,1.85,14.63,2.52,18.35,5.3,5,33.18,1.7,2.2,
5224.479734N,00220.633040W,37.52,12:16:00.10,10.43,1.84,14.4,2.48,17.25,5.14,7.47,41.83,3,4.2,
5224.479788N,00220.633121W,37.59,12:16:01.16,10.22,1.85,14.38,2.49,17.38,5.12,4.74,31.43,1.7,2.9,
5224.479679N,00220.632975W,37.58,12:16:02.05,9.32,1.9,14.04,2.55,17.62,5.23,1.78,29.04,1.2,3,
5224.479526N,00220.632537W,37.64,12:16:03.10,10.81,1.91,14.84,2.62,17.65,5.24,7.64,42.8,3,4.1,
5224.479667N,00220.632556W,37.63,12:16:04.15,11.93,1.92,15.68,2.63,18.07,5.28,2.46,23.14,0.7,3.7,
5224.479423N,00220.632292W,37.7,12:16:05.06,10.98,2.02,15.01,2.85,17.71,5.58,2.41,22.68,0.7,3.6,
5224.479346N,00220.632183W,37.69,12:16:06.11,11.15,2.06,14.71,2.89,17.24,5.56,2.35,22.08,0.7,3.4,
5224.479360N,00220.632135W,37.7,12:16:07.16,11.01,2.08,14.96,2.97,17.4,5.69,2.37,22.28,0.7,2.5,
5224.479329N,00220.632101W,37.69,12:16:08.06,11.12,2.08,14.77,2.97,17.04,5.57,2.32,21.82,0.7,3.1,
5224.479311N,00220.632075W,37.68,12:16:09.10,11.46,2.08,14.91,2.96,17.26,5.56,2.35,22.1,0.7,3.8,
5224.479304N,00220.632087W,37.68,12:16:10.16,11.03,2.07,14.59,2.95,16.82,5.6,2.29,21.54,0.7,3.1,
5224.479294N,00220.632091W,37.67,12:16:11.06,10.74,2.06,14.27,2.99,16.47,5.67,2.25,21.09,0.7,3.1,
5224.479286N,00220.632072W,37.65,12:16:12.11,10.66,2.05,14.54,2.9,16.82,5.52,2.29,21.54,0.7,2.2,
5224.479286N,00220.632033W,37.64,12:16:13.16,10.65,2.05,14.47,2.87,16.89,5.35,2.3,21.63,0.7,2.4,
5224.479288N,00220.632091W,37.63,12:16:14.06,10.51,2.06,14.14,2.89,16.56,5.48,2.26,21.21,0.7,2.7,
5224.479274N,00220.632114W,37.63,12:16:15.11,10.19,2.04,14.19,2.88,16.77,5.52,2.29,21.47,0.7,4.1,
5224.479264N,00220.632105W,37.62,12:16:16.01,10.02,2.05,14,2.86,16.78,5.48,4.58,30.34,1.7,3.5,
5224.479302N,00220.632165W,37.63,12:16:17.06,9.3,2.01,13.4,2.75,15.89,5.13,3.11,23.74,1,7.5,
5224.479264N,00220.632113W,37.63,12:16:18.11,10.74,2.05,14.07,2.87,16.38,5.32,2.23,20.98,0.7,3.6,
5224.479263N,00220.632119W,37.63,12:16:19.01,10.78,2.06,14.15,2.9,16.19,5.42,2.21,20.73,0.7,3.6,
5224.479282N,00220.632092W,37.62,12:16:20.06,10.56,2.05,13.79,2.87,15.75,5.36,6.82,19.98,1,3.9,
5224.479288N,00220.632113W,37.62,12:16:21.11,10.7,2.05,14.05,2.89,16.16,5.42,2.2,20.69,0.7,3.6,
5224.479291N,00220.632103W,37.61,12:16:22.01,10.72,2.05,14.08,2.9,16.06,5.36,2.19,20.57,0.7,3.6,
5224.479298N,00220.632048W,37.6,12:16:23.06,10.86,2.05,14.21,2.86,16.24,5.3,2.21,20.8,0.7,3.7,
5224.479323N,00220.632094W,37.6,12:16:24.10,11.02,2.07,14.4,2.97,16.47,5.7,2.25,21.09,0.7,3.6,
5224.479344N,00220.632075W,37.59,12:16:25.01,11.12,2.07,14.38,3,16.64,5.71,2.27,21.31,0.7,3.9,
5224.479344N,00220.632078W,37.58,12:16:26.06,11.32,2.08,14.53,2.95,16.41,5.5,7.1,20.82,1,2.3,
5224.479342N,00220.632083W,37.58,12:16:27.11,11.23,2.06,14.79,2.93,16.95,5.49,2.31,21.7,0.7,3.3,
5224.479345N,00220.632086W,37.58,12:16:28.01,10.89,2.06,14.61,2.93,16.96,5.56,2.31,21.72,0.7,2.7,
5224.479340N,00220.632093W,37.57,12:16:29.06,10.85,2.05,14.41,2.9,16.81,5.41,2.29,21.53,0.7,3,
5224.479342N,00220.632084W,37.57,12:16:30.10,10.92,2.07,15.02,2.95,17.68,5.65,2.41,22.64,0.7,3.7,
5224.479336N,00220.632087W,37.56,12:16:31.01,10.3,2.05,14.31,2.91,16.75,5.5,2.28,21.45,0.7,3.4,
5224.479360N,00220.632077W,37.57,12:16:32.06,10.17,2.03,14.25,2.94,16.95,5.65,7.34,41.1,3,4.6,
5224.479354N,00220.632107W,37.57,12:16:33.11,10.94,2.05,14.7,2.92,17.23,5.61,2.35,22.06,0.7,2.8,
5224.479364N,00220.632132W,37.56,12:16:34.01,10.91,2.05,14.78,2.94,17.52,5.54,2.39,22.43,0.7,3.6,
5224.479367N,00220.632115W,37.56,12:16:35.06,10.66,2.06,14.79,2.94,17.17,5.62,2.34,21.99,0.7,2.8,
5224.479348N,00220.632102W,37.57,12:16:36.11,10.91,2.06,14.44,2.89,16.75,5.38,2.28,21.45,0.7,3.2,
5224.479363N,00220.632101W,37.56,12:16:37.01,10.55,2.04,14.6,2.94,17.1,5.51,2.33,21.9,0.7,3.3,
5224.479371N,00220.632094W,37.56,12:16:38.05,11.1,2.05,14.74,2.94,17.04,5.45,2.32,21.82,0.7,3.1,
5224.479371N,00220.632091W,37.55,12:16:39.10,11.34,2.07,14.95,3,17.49,5.62,2.38,22.4,0.7,3.5,
5224.479375N,00220.632084W,37.55,12:16:40.01,11.46,2.07,14.88,2.97,17.42,5.6,2.38,22.31,0.7,3.9,
5224.479397N,00220.632097W,37.53,12:16:41.06,11.1,2.06,14.6,3,16.98,5.67,2.32,21.74,0.7,3.4,
5224.479394N,00220.632113W,37.54,12:16:42.10,11.1,2.06,14.92,2.94,17.41,5.61,2.37,22.29,0.7,2.8,
5224.479403N,00220.632110W,37.53,12:16:43.01,10.77,2.05,14.4,2.92,16.89,5.45,2.3,21.63,0.7,2.8,
5224.479388N,00220.632100W,37.54,12:16:44.06,11.78,2.07,15.03,2.96,17.4,5.54,7.53,22.07,1,3.8,
5224.479398N,00220.632100W,37.52,12:16:45.11,11.77,2.08,14.86,2.98,17.05,5.62,7.38,21.63,1,2.7,
5224.479389N,00220.632115W,37.53,12:16:46.01,11.78,2.08,14.96,2.99,17.11,5.58,7.4,21.71,1,2.7,
5224.479386N,00220.632109W,37.53,12:16:47.05,11.52,2.07,15.07,2.98,17.18,5.76,7.44,21.8,1,3.5,
5224.479399N,00220.632145W,37.53,12:16:48.10,11.3,2.06,14.76,2.97,16.94,5.68,2.31,21.69,0.7,3.5,
5224.479299N,00220.632066W,37.54,12:16:49.01,11.74,2.08,14.87,2.98,16.87,5.51,7.3,21.4,1,2,
5224.479250N,00220.632041W,37.55,12:16:50.05,12.34,2.13,14.75,3.1,16.27,5.71,10.9,22.09,1.9,2.3,
5224.479269N,00220.632036W,37.5,12:16:51.11,12.73,2.13,15.22,3.1,17.03,5.84,7.37,21.61,1,2.9,
5224.479150N,00220.632158W,37.4,12:16:52.01,13.19,2.12,15.48,3.13,17.3,5.71,11.59,23.49,1.9,1.7,
5224.478929N,00220.632217W,37.38,12:16:53.06,12.54,2.04,14.98,3.04,17.03,5.86,7.37,21.61,1,2.7,
5224.478748N,00220.632437W,37.26,12:16:54.10,12.18,1.95,14.82,2.88,16.91,5.62,7.32,21.45,1,2.1,
5224.478567N,00220.632565W,37.14,12:16:55.01,11.63,1.9,14.78,2.71,16.98,5.39,7.35,21.54,1,3,
5224.478414N,00220.632703W,37.14,12:16:56.06,10.7,1.87,14.48,2.57,17.14,5.15,2.34,21.95,0.7,3.3,
5224.478164N,00220.632771W,37.08,12:16:57.11,10.88,1.83,14.51,2.5,16.87,5.07,2.3,21.6,0.7,2.9,
5224.477877N,00220.632959W,36.95,12:16:58.01,10.94,1.82,14.74,2.42,17.09,5.05,2.33,21.88,0.7,2.6,
5224.477633N,00220.633125W,36.75,12:16:59.06,11.16,1.83,14.78,2.42,16.64,4.82,7.2,21.11,1,3.1,
5224.477287N,00220.633239W,36.63,12:17:00.11,11.49,1.87,14.69,2.45,16.09,4.75,6.96,20.41,1,2.3,
5224.477011N,00220.633532W,36.39,12:17:01.01,12.99,1.87,15.19,2.57,15.87,4.94,5.46,17.78,0.4,5.8,
5224.476764N,00220.633897W,36.25,12:17:02.06,14.06,2.05,15.01,2.54,15.22,4.58,10.2,15.79,0.4,4.3,
5224.476511N,00220.634034W,36.21,12:17:03.11,13.57,2.29,14.27,2.61,14.98,4.53,10.04,15.54,0.4,4.9,
5224.476171N,00220.634268W,36.14,12:17:04.01,12.62,2.02,14.3,2.59,15.07,4.73,5.18,16.89,0.4,7.2,
5224.475824N,00220.634582W,36,12:17:05.06,11.72,1.84,14.78,2.5,15.98,4.89,6.92,20.27,1,3.6,
5224.475574N,00220.634841W,35.88,12:17:06.11,11.29,1.81,14.54,2.47,16.21,4.96,7.02,20.57,1,2,
5224.475306N,00220.634979W,35.75,12:17:07.01,10.53,1.81,14.16,2.44,15.96,4.82,2.18,20.44,0.7,2.9,
5224.474968N,00220.635288W,35.59,12:17:08.06,9.84,1.82,13.6,2.42,15.66,4.79,2.14,20.05,0.7,2.5,
5224.474683N,00220.635533W,35.39,12:17:09.10,10.29,1.82,14.27,2.44,16.36,4.9,2.23,20.95,0.7,2.1,
5224.474387N,00220.635671W,35.21,12:17:10.01,10.75,1.81,14.67,2.41,16.45,4.87,2.24,21.06,0.7,2.3,
5224.474052N,00220.635914W,35.02,12:17:11.06,11.46,1.8,14.89,2.42,16.22,4.86,7.02,20.58,1,2.3,
5224.473739N,00220.636146W,34.85,12:17:12.11,12.23,1.73,15.01,2.46,16.35,5.15,7.08,20.74,1,3.9,
5224.473470N,00220.636326W,34.7,12:17:13.01,12.13,1.69,14.53,2.45,16.22,5.14,7.02,20.58,1,3.1,
5224.473115N,00220.636542W,34.52,12:17:14.06,12.3,1.73,14.57,2.49,16.12,5.17,10.8,21.88,1.9,2.1,
5224.472736N,00220.636827W,34.43,12:17:15.11,12.54,1.73,15.14,2.52,16.68,5.25,11.17,22.64,1.9,2.5,
5224.472366N,00220.637133W,34.17,12:17:16.01,12.11,1.67,14.56,2.37,16.46,5.19,7.12,20.88,1,2.6,
5224.472053N,00220.637387W,33.99,12:17:17.06,11.28,1.7,13.1,2.31,15.92,4.89,8.78,46.34,4.3,3.5,
5224.471728N,00220.637584W,33.78,12:17:18.11,10.66,1.81,12.24,2.65,15.76,5.39,8.69,45.87,4.3,4.8,
5224.471436N,00220.637840W,33.57,12:17:19.01,11.18,1.81,12.96,2.67,16.36,5.38,9.02,47.62,4.3,3.5,
5224.471111N,00220.638152W,33.43,12:17:20.05,12.68,1.79,15.04,2.63,17.36,5.54,7.51,22.02,1,3.1,
5224.470778N,00220.638471W,33.17,12:17:21.11,13.57,1.77,17.07,2.57,19.04,5.53,8.24,24.16,1,2.1,
5224.470455N,00220.638741W,32.99,12:17:22.01,13.86,1.72,17.89,2.46,19.31,5.36,8.36,24.5,1,3.4,
5224.470098N,00220.639117W,32.73,12:17:23.06,15.58,1.68,17.09,2.33,18.82,5.1,12.61,25.55,1.9,2.5,
5224.470098N,00220.639117W,32.73,12:17:23.96,20.7,1.78,14.27,2.51,16.04,4.95,60.19,10.84,0.1,7.2,
5224.469719N,00220.639477W,32.54,12:17:25.01,16.86,1.72,13.23,2.74,15.56,5.58,33.39,12.08,0.2,8.3,
5224.468940N,00220.640060W,32.32,12:17:26.06,16.35,1.72,14.69,2.79,15.09,5.79,22.99,12.35,0.4,3.8,
5224.468940N,00220.640060W,32.32,12:17:26.96,18.07,1.86,15.2,3.81,14.03,5.56,20.07,2.47,2.1,2.8,
5224.468662N,00220.640278W,32.16,12:17:28.01,18.22,2,12.72,5.29,14.11,5.3,58.56,9.44,0.1,8.1,
5224.468224N,00220.640844W,31.96,12:17:29.06,17.21,2.08,12.72,5.04,13.87,5.38,57.56,9.28,0.1,8.2,
5224.468224N,00220.640844W,31.96,12:17:29.96,18.13,1.99,15.76,3.61,15.2,5.36,40.73,11.08,0.2,5.6,
5224.467959N,00220.640919W,31.94,12:17:31.01,18.12,1.89,17.03,2.78,15.57,5.18,18.74,6.18,2.9,4.5,
5224.467485N,00220.641297W,31.85,12:17:32.06,16.55,1.87,15.58,1.87,15.29,4.43,23.3,12.51,0.4,3.4,
5224.467485N,00220.641297W,31.85,12:17:32.96,14.39,1.92,13.92,1.79,13.93,4.13,13.99,11.31,2.7,1.9,
5224.467328N,00220.641519W,31.82,12:17:34.01,14.53,1.86,15.23,1.94,14.35,4.33,15.01,11.53,3.3,7.3,
5224.466596N,00220.641730W,31.67,12:17:35.06,13.81,1.83,15.88,2.29,14.85,4.9,5.81,16.37,0.2,8.8,
5224.466596N,00220.641730W,31.67,12:17:35.96,13.45,1.85,16.16,2.53,15.92,5.19,10.66,16.52,0.4,4.7,
5224.466292N,00220.642253W,31.5,12:17:37.01,12.73,1.88,15.78,2.67,16.41,5.35,5.64,18.39,0.4,5.3,
5224.465456N,00220.642670W,31.23,12:17:38.06,12.75,1.63,14.87,2.15,16.07,4.7,10.77,21.82,1.9,1.6,
5224.465456N,00220.642670W,31.23,12:17:38.96,11.44,1.88,12.68,0.76,15.4,2.99,8.49,44.83,4.3,5.2,
5224.464979N,00220.642893W,31.13,12:17:40.00,11.58,2.09,13.45,1.51,15.47,3.69,6.69,19.63,1,4.1,
5224.464182N,00220.643467W,30.85,12:17:41.06,11.7,1.83,15.19,2.43,16.3,4.91,7.05,20.68,1,3.1,
5224.464182N,00220.643467W,30.85,12:17:41.96,11.09,1.81,15.24,2.53,16.65,5.04,2.27,21.32,0.7,3.6,
5224.463763N,00220.643864W,30.74,12:17:43.01,10.52,1.83,14.9,2.49,16.74,5.14,2.28,21.44,0.7,1.3,
5224.462914N,00220.644545W,30.62,12:17:44.06,10.06,1.81,14.31,2.5,16.16,5.05,2.2,20.69,0.7,2,
5224.462914N,00220.644545W,30.62,12:17:44.96,9.76,1.81,13.91,2.48,15.75,4.99,2.15,20.17,0.7,2.4,
5224.462466N,00220.645020W,30.63,12:17:46.00,9.25,1.8,13.27,2.48,15.11,4.95,2.06,19.35,0.7,3.2,
5224.461681N,00220.645884W,30.61,12:17:47.06,9.3,1.81,12.91,2.47,14.71,4.86,2.01,18.84,0.7,2.4,
5224.461681N,00220.645884W,30.61,12:17:47.96,8.74,1.82,12.12,2.43,14.36,4.9,2.04,18.02,0.6,6.1,
5224.461271N,00220.646277W,30.53,12:17:49.00,8.67,1.81,12.19,2.45,14.36,4.9,2.04,18.02,0.6,6.2,
5224.460370N,00220.647103W,30.43,12:17:50.06,8.43,1.78,12.17,2.42,14.23,4.82,2.26,19.88,0.9,8,
5224.460370N,00220.647103W,30.43,12:17:50.96,8.23,1.8,11.93,2.44,14.27,4.89,3.7,23.52,1.5,3.4,
5224.459866N,00220.647506W,30.43,12:17:52.01,8.08,1.8,11.73,2.4,14.16,4.81,3.67,23.34,1.5,2.7,
5224.458940N,00220.648326W,30.39,12:17:53.05,7.98,1.79,11.37,2.41,13.78,4.83,3.57,22.71,1.5,2.9,
5224.458940N,00220.648326W,30.39,12:17:53.95,8.01,1.81,11.33,2.42,13.71,4.87,3.56,22.6,1.5,3.2,
5224.458477N,00220.648730W,30.32,12:17:55.00,8.04,1.8,11.35,2.43,13.62,4.79,3.53,22.45,1.5,3.8,
5224.457577N,00220.649653W,30.26,12:17:56.06,8.03,1.83,11.26,2.44,13.7,4.89,3.55,22.58,1.5,3.2,
5224.457577N,00220.649653W,30.26,12:17:56.96,7.83,1.79,11,2.45,13.3,4.87,3.45,21.92,1.5,3.3,
5224.457117N,00220.650056W,30.23,12:17:58.00,7.45,1.76,10.46,2.37,12.42,4.6,5.4,28.89,3,3.8,
5224.456238N,00220.650820W,30.31,12:17:59.05,7.25,1.74,10.22,2.31,12.19,4.46,3.16,20.09,1.5,3.6,
5224.456238N,00220.650820W,30.31,12:17:59.95,7.58,1.76,10.41,2.33,12.12,4.54,1.72,15.21,0.6,3.7,
5224.455793N,00220.651147W,30.26,12:18:01.00,7.73,1.78,10.5,2.34,12.47,4.57,5.43,29.01,3,2.7,
5224.454920N,00220.652113W,30.13,12:18:02.05,7.76,1.76,10.55,2.36,12.44,4.59,1.77,15.61,0.6,4.3,
5224.454920N,00220.652113W,30.13,12:18:02.95,8.13,1.76,10.81,2.37,12.61,4.66,1.79,15.83,0.6,4.3,
5224.454500N,00220.652601W,30.06,12:18:04.00,7.94,1.75,10.82,2.37,12.69,4.64,1.81,15.93,0.6,4.2,
5224.453757N,00220.653395W,30.02,12:18:05.05,8.01,1.77,10.71,2.37,12.65,4.71,1.8,15.88,0.6,4.2,
5224.453757N,00220.653395W,30.02,12:18:05.95,8.27,1.78,10.82,2.4,12.62,4.72,1.8,15.84,0.6,4.8,
5224.453371N,00220.653736W,30.01,12:18:07.00,8.27,1.77,10.8,2.4,12.44,4.64,1.77,15.61,0.6,4.8,
5224.452523N,00220.654651W,29.95,12:18:08.05,8.05,1.78,10.59,2.43,12.35,4.79,1.76,15.5,0.6,4.5,
5224.452523N,00220.654651W,29.95,12:18:08.95,7.9,1.8,10.76,2.49,12.49,5,1.78,15.68,0.6,3.5,
5224.452093N,00220.655186W,29.86,12:18:10.00,8.01,1.79,11.1,2.58,12.77,5.28,1.82,16.03,0.6,3.5,
5224.451188N,00220.656104W,29.74,12:18:11.05,7.37,1.79,10.99,2.86,13.22,7.01,3.43,21.79,1.5,2.4,
5224.451188N,00220.656104W,29.74,12:18:11.95,7.58,1.8,11.41,3.14,14.92,10.29,1.5,24.59,1.2,3.5,
5224.450743N,00220.656354W,29.71,12:18:13.00,7.34,1.82,11.77,3.49,19.04,17.38,1.81,102.15,4.1,4.6,
5224.450010N,00220.657129W,29.61,12:18:14.05,7.79,1.83,12.33,3.68,22.93,19.53,0.87,197.64,4.7,8.3,
5224.450010N,00220.657129W,29.61,12:18:14.95,8.06,1.88,13.57,4.25,29.65,27.75,0.26,302.41,4.7,15.8,
5224.449638N,00220.657554W,29.6,12:18:16.00,8.17,1.9,14.8,5.04,40.61,47.36,0.34,349.65,4.7,23.9,
5224.448809N,00220.658415W,29.51,12:18:17.05,8.67,1.97,16.58,6.14,65.37,82.85,0.1,316.06,3.8,44.9,
5224.448809N,00220.658415W,29.51,12:18:17.95,9.4,2.03,19.14,7.13,106,132.41,-1,-1,-1,-1,
5224.448409N,00220.658774W,29.54,12:18:19.00,10.77,2.35,21.7,8.8,80.55,86.18,0.12,401.37,3.7,45.4,
5224.448104N,00220.658659W,29.66,12:18:20.05,12.92,2.95,19.87,8.01,17.84,2.08,10.05,27.08,1.4,10.3,
5224.448104N,00220.658659W,29.66,12:18:20.95,32.31,6.4,25.18,10.69,14.15,6.86,70.33,1.3,0.5,9.7,
5224.447974N,00220.658576W,29.68,12:18:22.00,96.05,19.68,49.09,28.81,26.39,30.69,1454.91,0.55,0,13,
5224.447933N,00220.658801W,29.7,12:18:23.05,95.62,16.88,58.44,29.46,36.42,36.85,262.85,0.98,0.3,5.4,
5224.447933N,00220.658801W,29.7,12:18:23.95,74,12.4,46.83,20.76,31.28,26.29,167.01,0.93,0.4,4.2,
5224.447933N,00220.658793W,29.71,12:18:25.00,77.3,13.3,47.22,21.7,30.87,27.02,222.8,0.83,0.3,4.7,
5224.447934N,00220.658788W,29.73,12:18:26.05,81.15,13.91,49.66,23.09,32.13,28.95,231.89,0.86,0.3,4.3,
5224.447934N,00220.658788W,29.73,12:18:26.95,83.71,14.33,49.96,23.12,32.2,28.39,232.4,0.86,0.3,5.1,
5224.447698N,00220.658649W,29.89,12:18:28.00,87.52,15.26,50.1,23.07,31.04,25.78,684.45,0.65,0.1,3.2,
5224.447516N,00220.658500W,30.13,12:18:29.05,79.88,13.76,47.68,21.58,30.19,25.19,217.89,0.81,0.3,5.5,
5224.447516N,00220.658500W,30.13,12:18:29.95,75.22,13.1,45.24,20.37,29.26,23.98,211.18,0.78,0.3,5.5,
5224.447474N,00220.658491W,30.22,12:18:31.00,73.14,12.8,44.22,19.87,28.6,23.1,221.41,1.2,0.3,5.5,
5224.447466N,00220.658492W,30.35,12:18:32.05,74.01,12.95,44.74,20.15,28.96,23.66,209.01,0.78,0.3,5.4,
5224.447466N,00220.658492W,30.35,12:18:32.95,75.49,13.21,45.26,20.52,29.06,24.08,209.73,0.78,0.3,5.6,
5224.447474N,00220.658500W,30.4,12:18:34.00,76.78,13.31,46.19,21,29.72,25.02,214.5,0.8,0.3,5.4,
5224.447478N,00220.658524W,30.47,12:18:35.05,79.65,13.82,47.44,21.64,30.51,25.77,220.2,0.82,0.3,5.5,
5224.447478N,00220.658524W,30.47,12:18:35.95,80.39,14.51,46.36,21.45,28.17,23.09,759.43,1.18,0.1,4.7,
5224.447495N,00220.658505W,30.51,12:18:37.00,69.27,12.9,41.24,18.82,25.75,19.28,694.19,1.08,0.1,4.3,
5224.447523N,00220.658489W,30.53,12:18:37.90,69.42,13,40.73,18.85,25.45,19.37,686.1,1.07,0.1,3.8,
5224.447497N,00220.658507W,30.57,12:18:38.95,75.87,13.8,44.02,20.29,27.19,21.74,733.01,1.14,0.1,3.7,
5224.447521N,00220.658500W,30.57,12:18:40.00,79.11,14.15,45.86,21.09,28.4,23.38,765.63,1.19,0.1,3.9,
5224.447538N,00220.658537W,30.57,12:18:40.90,81.99,14.74,46.61,21.48,28.7,22.93,773.71,1.21,0.1,4.4,
5224.447518N,00220.658542W,30.58,12:18:41.95,85.57,14.79,49.38,22.71,30.85,26.5,680.26,0.64,0.1,3.3,
5224.447497N,00220.658529W,30.58,12:18:43.00,91.51,15.66,52.75,24.58,32.97,29.44,727.01,0.69,0.1,2.9,
5224.447509N,00220.658524W,30.59,12:18:43.90,97.7,16.67,55.65,26.18,34.37,31.36,757.88,0.72,0.1,3.2,
5224.447498N,00220.658528W,30.6,12:18:44.95,97.69,16.51,55.95,26.2,34.66,31.39,764.27,0.72,0.1,2.9,
5224.447496N,00220.658526W,30.61,12:18:46.00,95.63,16.22,55.53,26.12,34.94,32.08,770.45,0.73,0.1,3.3,
5224.447495N,00220.658543W,30.62,12:18:46.90,96.2,16.29,55.64,26.11,34.62,31.51,763.39,0.72,0.1,3.1,
5224.447491N,00220.658553W,30.61,12:18:47.95,51.12,8.34,37.93,15.73,27.65,21.38,72.59,1.28,1,5.1,
5224.447308N,00220.658175W,30.72,12:18:49.00,27.5,5.07,25,9.95,21.81,15.04,32.52,11.54,1.3,1.3,
5224.447077N,00220.658018W,30.74,12:18:49.90,16.54,3.53,18.3,6.87,18.37,11.3,12.31,19.06,0.4,2.9,
5224.446816N,00220.657794W,30.8,12:18:50.95,12.16,2.91,15.21,5.43,16.72,9.53,7.24,21.21,1,2.6,
5224.446719N,00220.657711W,30.86,12:18:52.00,10.88,2.73,14.22,4.92,15.85,8.9,6.86,20.11,1,2.7,
5224.446555N,00220.657800W,30.88,12:18:52.90,10.82,2.74,14.25,4.87,16.15,8.85,2.2,20.68,0.7,3.5,
5224.446253N,00220.657823W,30.91,12:18:53.95,10.91,2.65,14.45,4.7,16.31,8.62,2.22,20.89,0.7,3.2,
5224.445946N,00220.658018W,30.89,12:18:55.00,11.52,2.74,14.73,4.82,16.17,8.89,7,20.51,1,2.1,
5224.445685N,00220.658375W,30.87,12:18:55.90,13.44,3.18,15.86,5.68,17.29,10.08,11.58,23.47,1.9,1.8,
5224.445369N,00220.658700W,30.8,12:18:56.95,13.7,3.26,16.28,5.94,17.59,10.42,11.78,23.88,1.9,2.1,
5224.445041N,00220.658765W,30.79,12:18:58.00,12.21,2.85,15.32,5.12,17.05,9.28,7.38,21.63,1,1.7,
5224.444681N,00220.658766W,30.81,12:18:58.90,11.69,2.71,15.03,4.79,16.91,8.9,7.32,21.45,1,1.9,
5224.444401N,00220.658977W,30.77,12:18:59.95,11.84,2.72,14.89,4.72,16.59,8.79,7.18,21.05,1,1.6,
5224.444167N,00220.659260W,30.78,12:19:00.99,12.79,2.89,15.63,5.06,17.14,9.29,7.42,21.75,1,3.5,
5224.443878N,00220.659469W,30.75,12:19:01.90,14.09,3.17,16.5,5.69,17.7,10.12,11.86,24.03,1.9,1.8,
5224.443594N,00220.659650W,30.73,12:19:02.95,14.93,3.27,16.87,5.91,17.93,10.46,12.01,24.34,1.9,3.6,
5224.443311N,00220.659844W,30.78,12:19:04.00,15.08,3.19,17.15,5.69,18.22,10.22,12.21,24.74,1.9,3.5,
5224.443067N,00220.660077W,30.74,12:19:04.90,15.65,3.28,17.64,5.99,18.53,10.57,12.41,19.22,0.4,6,
5224.442821N,00220.660067W,30.79,12:19:05.95,15.48,3.26,17.3,5.79,18.5,10.21,12.39,25.12,1.9,3.7,
5224.442614N,00220.660266W,30.82,12:19:07.00,16.71,3.74,17.95,6.73,18.47,11.55,12.37,19.16,0.4,4,
5224.442395N,00220.660400W,30.8,12:19:07.90,18.05,4.05,18.85,7.32,19.35,12.36,12.96,20.07,0.4,5.1,
5224.442074N,00220.660610W,30.79,12:19:08.95,23.93,5.17,22.03,9.2,21.05,14.7,30.33,17.42,0.4,3.7,
5224.441813N,00220.660943W,30.74,12:19:09.99,36.31,7.58,28.66,13.28,24.35,18.86,53.29,14.22,0.5,4.5,
