Latitude,Longitude,Altitude,Time,HCP0.32,HCP0.32_inph,HCP0.71,HCP0.71_inph,HCP1.14,HCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.445359N,00220.638642W,37.02,13:27:20.76,10.64,2.33,15.08,2.88,17.51,5.4,1.97,17.44,1,3.7,
5224.445866N,00220.638024W,37.27,13:27:21.66,10.5,2.32,15.02,2.91,17.52,5.43,1.97,17.45,1,4.3,
5224.446344N,00220.637470W,37.34,13:27:22.71,10.24,2.33,14.54,2.88,17.45,5.41,3.21,18.83,1.6,4.1,
5224.446848N,00220.637057W,37.43,13:27:23.76,11.21,2.33,14.85,2.88,16.96,5.35,1.91,16.89,1,3.1,
5224.447292N,00220.636764W,37.44,13:27:24.65,10.13,2.33,14.67,2.9,17.39,5.45,1.13,18.25,1.2,6.2,
5224.447765N,00220.636366W,37.5,13:27:25.71,9.27,2.33,14,2.89,17.18,5.4,3.16,18.54,1.6,3.4,
5224.448286N,00220.635912W,37.61,13:27:26.76,9.21,2.32,14,2.89,17.25,5.34,3.17,18.61,1.6,3.6,
5224.448651N,00220.635519W,37.5,13:27:27.65,9.54,2.32,14.23,2.92,17.6,5.51,3.23,18.99,1.6,3.1,
5224.449143N,00220.635002W,37.62,13:27:28.71,9.57,2.32,14.08,2.91,17.35,5.51,3.19,18.72,1.6,2.5,
5224.449752N,00220.634578W,37.61,13:27:29.76,9.3,2.33,14.32,2.9,17.57,5.47,1.46,19.79,1.6,3.8,
5224.450290N,00220.634176W,37.55,13:27:30.65,9.68,2.32,14.62,2.91,18.15,5.42,3.34,19.58,1.6,3.7,
5224.450823N,00220.633697W,37.61,13:27:31.70,9.7,2.33,14.48,2.92,17.71,5.5,3.25,19.11,1.6,3.1,
5224.451393N,00220.633204W,37.59,13:27:32.76,10.18,2.33,14.76,2.94,17.49,5.45,1.14,18.35,1.2,6.1,
5224.451919N,00220.632706W,37.67,13:27:33.65,10.91,2.33,14.87,2.87,16.92,5.3,1.91,16.85,1,2.2,
5224.452499N,00220.632115W,37.73,13:27:34.70,10.54,2.33,14.69,2.91,16.97,5.39,1.91,16.9,1,2.6,
5224.453043N,00220.631596W,37.75,13:27:35.76,10.7,2.32,14.79,2.87,17.06,5.36,1.92,16.99,1,2.2,
5224.453620N,00220.631056W,37.78,13:27:36.66,10.39,2.33,14.68,2.9,16.84,5.44,1.9,16.77,1,2.5,
5224.454157N,00220.630619W,37.78,13:27:37.70,9.92,2.32,14.04,2.87,16.67,5.29,3.06,17.99,1.6,4.7,
5224.454673N,00220.630018W,37.82,13:27:38.76,10.42,2.34,14.56,2.89,16.76,5.5,1.89,16.69,1,2.4,
5224.455216N,00220.629419W,37.85,13:27:39.65,10.2,2.32,14.52,2.9,16.92,5.35,1.91,16.85,1,3.9,
5224.455745N,00220.628915W,37.86,13:27:40.70,9.75,2.34,14.67,2.9,17.2,5.45,1.12,18.05,1.2,4.8,
5224.456328N,00220.628342W,37.89,13:27:41.76,9.46,2.32,14.36,2.91,17.35,5.48,3.19,18.72,1.6,3.6,
5224.456821N,00220.627803W,37.96,13:27:42.65,9.55,2.33,14.12,2.84,17.22,5.39,3.16,18.58,1.6,2.6,
5224.457359N,00220.627241W,38,13:27:43.71,9.05,2.33,13.83,2.89,17.05,5.46,1.42,19.2,1.6,3.5,
5224.457899N,00220.626751W,38.09,13:27:44.76,9.05,2.33,14,2.87,17.37,5.48,1.44,19.57,1.6,2.8,
5224.458374N,00220.626244W,38.13,13:27:45.65,9.06,2.32,14.27,2.87,17.36,5.37,1.44,19.55,1.6,3.5,
5224.458853N,00220.625701W,38.15,13:27:46.71,9.06,2.31,14.11,2.88,18.02,5.42,1.5,20.3,1.6,1.9,
5224.459348N,00220.625369W,38.1,13:27:47.76,9.89,2.31,15.11,2.91,18.69,5.52,1.55,21.05,1.6,3.8,
5224.459802N,00220.625098W,38.06,13:27:48.66,9.89,2.3,15.22,2.82,19.2,5.43,1.59,21.63,1.6,2.7,
5224.460251N,00220.624886W,38.06,13:27:49.71,10.11,2.31,15.62,2.88,19.13,5.55,1.59,21.55,1.6,4.2,
5224.460364N,00220.624467W,38.22,13:27:50.76,11.99,2.33,16.49,3,19.52,5.71,2.2,19.44,1,4.6,
5224.460603N,00220.624207W,38.27,13:27:51.66,14.04,2.35,17.64,3.02,19.39,5.69,4.94,18.39,0.9,2.2,
5224.460459N,00220.623867W,38.36,13:27:52.71,14.46,2.35,17.45,3.07,19.05,5.7,12.76,18.86,2.1,3.1,
5224.460307N,00220.623392W,38.65,13:27:53.76,14.29,2.5,17.21,3.23,18.7,5.87,12.53,18.51,2.1,2.9,
5224.459957N,00220.623128W,38.75,13:27:54.66,13,2.38,16.81,3.06,18.32,5.63,4.67,17.38,0.9,1.5,
5224.459931N,00220.622809W,38.78,13:27:55.70,13.15,2.42,16.97,3.09,18.49,5.64,4.71,17.54,0.9,1.6,
5224.459810N,00220.622374W,38.86,13:27:56.76,12.67,2.31,16.83,2.98,18.7,5.56,4.77,17.74,0.9,2.4,
5224.459675N,00220.622289W,38.93,13:27:57.66,12.36,2.32,16.21,2.95,17.89,5.42,4.56,16.97,0.9,1.7,
5224.459520N,00220.622213W,38.95,13:27:58.71,10.2,2.32,14.85,2.91,16.59,5.28,1.87,16.52,1,2.1,
5224.459288N,00220.622079W,39.01,13:27:59.76,11.59,2.32,14.77,2.96,16.52,5.36,4.21,15.67,0.9,0.5,
5224.458872N,00220.622451W,39.17,13:28:00.66,11.44,2.31,14.88,2.89,16.32,5.38,4.16,15.48,0.9,1.3,
5224.458341N,00220.622971W,39.22,13:28:01.71,11.2,2.32,14.41,2.88,15.94,5.26,4.06,15.12,0.9,1.1,
5224.457742N,00220.623525W,39.17,13:28:02.61,11.46,2.33,14.44,2.88,16.06,5.19,4.09,15.23,0.9,0.8,
5224.457194N,00220.624020W,39.15,13:28:03.66,10.69,2.31,14.21,2.92,15.66,5.26,3.99,14.85,0.9,2.3,
5224.456587N,00220.624449W,39.19,13:28:04.71,10.46,2.32,14.25,2.88,16.03,5.3,1.81,15.97,1,2.5,
5224.456027N,00220.624904W,39.12,13:28:05.61,10.61,2.32,14.18,2.88,16,5.2,1.8,15.94,1,3.1,
5224.455528N,00220.625408W,39.05,13:28:06.66,9.56,2.32,13.32,2.86,15.25,5.28,1.72,15.19,1,2.6,
5224.455047N,00220.625817W,39.13,13:28:07.71,9.74,2.3,13.32,2.86,15.24,5.09,1.72,15.18,1,2.7,
5224.454547N,00220.626134W,39.24,13:28:08.61,10.15,2.32,13.47,2.84,15.28,5.21,1.72,15.22,1,3.6,
5224.454009N,00220.626670W,39.2,13:28:09.66,9.45,2.36,13.18,2.87,15.32,5.17,1.73,15.26,1,3.6,
5224.453477N,00220.627141W,39.22,13:28:10.71,10.12,2.35,13.64,2.84,15.52,5.19,1.75,15.46,1,3,
5224.452970N,00220.627485W,39.14,13:28:11.61,10.22,2.35,13.98,2.88,15.84,5.21,1.78,15.78,1,2.4,
5224.452535N,00220.627906W,39.08,13:28:12.66,9.77,2.36,13.79,2.88,16.26,5.28,1.83,16.19,1,4.6,
5224.452185N,00220.628270W,39.07,13:28:13.71,10.18,2.35,14,2.9,16.08,5.31,1.81,16.02,1,2.2,
5224.451730N,00220.628659W,39.04,13:28:14.61,9.45,2.35,13.4,2.85,15.85,5.16,1.03,16.63,1.2,7,
5224.451314N,00220.629172W,39.05,13:28:15.66,8.91,2.36,12.83,2.87,15.55,5.15,2.86,16.78,1.6,3.3,
5224.450742N,00220.629677W,39.13,13:28:16.71,9.12,2.34,13,2.88,15.49,5.16,2.85,16.71,1.6,4.7,
5224.450293N,00220.630161W,39.06,13:28:17.61,8.86,2.35,12.66,2.88,14.36,5.25,1.68,13.94,1,3.2,
5224.449840N,00220.630427W,39.03,13:28:18.66,10,2.34,13.06,2.86,15.35,5.12,1.73,15.29,1,4.2,
5224.449348N,00220.630734W,39.07,13:28:19.71,10.27,2.34,13.7,2.85,15.75,5.13,1.77,15.69,1,3.3,
5224.448833N,00220.631194W,39.04,13:28:20.61,9.92,2.34,13.67,2.88,15.95,5.26,1.8,15.89,1,3.2,
5224.448405N,00220.631563W,39.01,13:28:21.66,9.84,2.35,13.71,2.87,16.24,5.29,1.83,16.17,1,4.5,
5224.448013N,00220.631942W,38.87,13:28:22.71,10.95,2.33,14.68,2.9,16.76,5.27,1.89,16.69,1,2.7,
5224.447700N,00220.632226W,38.8,13:28:23.61,10.92,2.34,14.52,2.89,16.93,5.33,1.91,16.86,1,3,
5224.447415N,00220.632552W,38.72,13:28:24.65,11.25,2.33,14.89,2.87,17.1,5.27,1.93,17.03,1,3.2,
5224.447001N,00220.632766W,38.78,13:28:25.71,11.3,2.33,14.88,2.84,17.04,5.21,1.92,16.97,1,3.3,
5224.446642N,00220.633064W,38.72,13:28:26.61,11.81,2.34,15.63,2.93,17.34,5.34,4.42,16.45,0.9,1.9,
5224.446485N,00220.633262W,38.73,13:28:27.66,11.28,2.34,15.03,2.89,17.21,5.28,1.94,17.14,1,3,
5224.446228N,00220.633520W,38.59,13:28:28.71,11.17,2.34,15.08,2.86,17.12,5.3,1.93,17.05,1,2.5,
5224.445834N,00220.634034W,38.52,13:28:29.61,11.3,2.33,15.22,2.86,17.72,5.27,2,17.65,1,2.9,
5224.445439N,00220.634471W,38.48,13:28:30.66,11.12,2.33,15.47,2.85,18.05,5.2,2.03,17.98,1,3.6,
5224.445104N,00220.634855W,38.45,13:28:31.71,11.43,2.32,15.61,2.86,18.28,5.33,2.06,18.21,1,3.3,
5224.444738N,00220.635187W,38.39,13:28:32.61,12.72,2.32,16.92,2.9,19.07,5.4,2.15,18.99,1,3.6,
5224.444343N,00220.635587W,38.37,13:28:33.66,12.94,2.32,16.91,2.92,18.93,5.36,4.83,17.96,0.9,1.9,
5224.443889N,00220.636013W,38.28,13:28:34.71,13.28,2.32,17.27,2.91,19.19,5.48,4.89,18.2,0.9,1.8,
5224.443432N,00220.636399W,38.18,13:28:35.61,13.27,2.33,17.14,2.95,19.03,5.45,4.85,18.05,0.9,1.5,
5224.442934N,00220.636781W,38.1,13:28:36.66,13.19,2.33,17.15,2.93,19.01,5.5,4.85,18.03,0.9,1.8,
5224.442488N,00220.637159W,37.98,13:28:37.71,12.93,2.32,16.41,2.93,18.24,5.36,4.65,17.3,0.9,0.8,
5224.441989N,00220.637527W,37.95,13:28:38.61,12.98,2.32,16.78,2.9,18.32,5.36,4.67,17.38,0.9,1.4,
5224.441426N,00220.637780W,37.91,13:28:39.65,12.83,2.31,16.56,2.92,18.4,5.4,4.69,17.45,0.9,1.3,
5224.440922N,00220.638023W,37.95,13:28:40.71,12.58,2.33,16.55,2.92,18.52,5.42,4.72,17.57,0.9,2,
5224.440518N,00220.638386W,37.9,13:28:41.61,12.03,2.31,16.11,2.88,18.44,5.39,2.08,18.37,1,3.2,
5224.440059N,00220.638733W,37.83,13:28:42.66,12.39,2.32,16.3,2.86,18.49,5.37,2.08,18.42,1,3.8,
5224.439521N,00220.638989W,37.8,13:28:43.70,12.58,2.32,16.69,2.95,18.57,5.48,4.73,17.61,0.9,2.3,
5224.439032N,00220.639214W,37.79,13:28:44.61,12.29,2.32,16.55,2.91,18.66,5.4,2.1,18.58,1,3.1,
5224.438531N,00220.639495W,37.77,13:28:45.65,12.03,2.36,16.02,2.95,18.19,5.44,2.05,18.12,1,3.3,
5224.438041N,00220.639722W,37.8,13:28:46.71,11.78,2.37,15.62,2.92,18.13,5.39,2.04,18.06,1,3.5,
5224.437540N,00220.639917W,37.78,13:28:47.61,12.18,2.31,15.9,2.9,18,5.35,4.59,17.07,0.9,2.2,
5224.437029N,00220.640109W,37.8,13:28:48.66,10.26,2.33,14.77,2.89,17.96,5.3,3.3,19.38,1.6,2.9,
5224.436509N,00220.640308W,37.72,13:28:49.71,10.19,2.33,14.45,2.89,17.62,5.34,3.24,19.01,1.6,3.1,
5224.435939N,00220.640468W,37.77,13:28:50.60,11.45,2.33,15.61,2.92,18.1,5.44,2.04,18.03,1,2.6,
5224.435446N,00220.640604W,37.75,13:28:51.66,11.55,2.3,15.82,2.88,18.43,5.3,2.08,18.36,1,3,
5224.434927N,00220.640803W,37.76,13:28:52.70,10.55,2.32,15.43,2.89,18.33,5.37,3.37,19.78,1.6,4,
5224.434439N,00220.641012W,37.63,13:28:53.61,10.89,2.32,15.57,2.89,18.59,5.43,3.42,20.06,1.6,4.5,
5224.433918N,00220.641116W,37.59,13:28:54.65,11.31,2.32,15.65,2.84,18.53,5.21,2.09,18.46,1,4.5,
5224.433447N,00220.641101W,37.6,13:28:55.71,11.57,2.33,16.19,2.99,18.64,5.59,2.1,18.56,1,3,
5224.433030N,00220.640906W,37.74,13:28:56.61,12.87,2.33,17.04,2.95,19.31,5.5,2.18,19.23,1,3.8,
5224.432752N,00220.640842W,37.85,13:28:57.65,12.89,2.33,17.94,3.02,20.14,5.64,2.27,20.06,1,2.4,
5224.432627N,00220.640444W,37.97,13:28:58.71,11.19,2.33,17.24,3.01,20.47,5.7,4.9,24.25,1.9,3.8,
5224.432587N,00220.640425W,37.98,13:28:59.61,11.2,2.32,17.05,2.98,20.19,5.7,1.32,21.19,1.2,6.3,
5224.432574N,00220.640490W,37.94,13:29:00.65,11.8,2.33,17.53,3.01,20.44,5.72,1.37,22.32,1.2,6.1,
5224.432508N,00220.640499W,37.91,13:29:01.71,11.58,2.32,17.08,2.96,19.8,5.6,1.29,20.78,1.2,6.2,
5224.432553N,00220.640091W,38.06,13:29:02.61,11.7,2.32,17.08,2.98,20.08,5.64,1.31,21.07,1.2,6.7,
5224.432580N,00220.639561W,38.36,13:29:03.66,11.21,2.32,16.8,2.99,19.66,5.72,1.28,20.63,1.2,5.7,
5224.432571N,00220.638991W,38.57,13:29:04.71,10.38,2.32,16.08,2.98,19.21,5.62,3.53,20.73,1.6,4.8,
5224.432616N,00220.638601W,38.79,13:29:05.61,9.48,2.32,15.4,2.92,18.09,5.49,2.36,20.81,1.6,8.4,
5224.432797N,00220.638194W,38.88,13:29:06.66,8.46,2.33,14.22,2.89,16.84,5.41,2.2,19.37,1.6,6.9,
5224.433164N,00220.637716W,38.84,13:29:07.56,7.61,2.34,13.41,2.85,16.62,5.3,0.69,20,1.8,4.3,
5224.433640N,00220.637315W,38.89,13:29:08.61,9.1,2.31,13.38,2.88,15.56,5.29,1.01,16.33,1.2,5.9,
5224.434230N,00220.637032W,38.91,13:29:09.65,9.11,2.31,13.93,2.84,15.5,5.23,1.01,16.26,1.2,5.2,
5224.434876N,00220.636655W,39.06,13:29:10.56,9.1,2.31,13.96,2.86,15.47,5.19,1.01,16.23,1.2,5.3,
5224.435492N,00220.636301W,39.16,13:29:11.61,8.86,2.32,13.82,2.85,14.9,5.16,0.97,15.63,1.2,6.8,
5224.436108N,00220.635964W,39.15,13:29:12.66,8.69,2.33,13.41,2.88,13.82,4.53,3.35,14.22,1.1,8,
5224.436764N,00220.635604W,39.13,13:29:13.56,8.67,2.33,13.08,2.87,14.05,5.2,1.65,13.64,1,4.1,
5224.437438N,00220.635267W,39.22,13:29:14.61,8.39,2.32,12.75,2.87,13.47,5.14,3.27,13.86,1.1,9,
5224.438116N,00220.634911W,39.19,13:29:15.66,8.67,2.31,12.87,2.83,13.71,5.11,1.61,13.31,1,3.5,
5224.438728N,00220.634564W,39.22,13:29:16.56,8.38,2.32,12.6,2.87,13.79,5.09,1.62,13.38,1,3.9,
5224.439415N,00220.634165W,39.23,13:29:17.61,8.19,2.32,12.4,2.85,13.42,5.04,1.57,13.03,1,4,
5224.440107N,00220.633910W,39.29,13:29:18.65,8.32,2.32,12.65,2.88,13.78,5.09,1.61,13.37,1,4.3,
5224.440802N,00220.633566W,39.33,13:29:19.55,8.07,2.32,12.49,2.85,13.53,5.07,0.79,13.81,1.2,6.7,
5224.441472N,00220.633260W,39.38,13:29:20.61,8.23,2.31,12.51,2.83,13.56,5.05,1.59,13.16,1,4.2,
5224.442159N,00220.633031W,39.39,13:29:21.66,8.42,2.31,12.59,2.83,13.74,5.11,1.61,13.34,1,3.7,
5224.442863N,00220.632768W,39.4,13:29:22.56,8,2.31,12.53,2.8,13.27,4.93,1.55,12.88,1,5,
5224.443544N,00220.632516W,39.38,13:29:23.61,8.26,2.32,12.91,2.81,11.54,3.99,3.96,11.97,1,8.6,
5224.444212N,00220.632197W,39.41,13:29:24.65,7.87,2.32,12.97,2.9,13.83,5.01,0.81,14.12,1.2,5.8,
5224.444819N,00220.631854W,39.38,13:29:25.56,7.6,2.32,11.63,2.9,13.43,5.54,0.79,13.71,1.2,4.8,
5224.445453N,00220.631343W,39.4,13:29:26.61,7.77,2.32,12.11,2.83,13.43,5.13,0.79,13.71,1.2,4.9,
5224.446095N,00220.630872W,39.46,13:29:27.65,8.01,2.31,11.82,2.82,12.89,5,1.51,12.51,1,2.9,
5224.446754N,00220.630401W,39.47,13:29:28.56,8.17,2.31,12.2,2.85,13.04,5.05,1.53,12.66,1,3.3,
5224.447464N,00220.629956W,39.44,13:29:29.61,7.83,2.32,11.75,2.85,12.99,5.16,1.52,12.61,1,3.5,
5224.448094N,00220.629542W,39.38,13:29:30.65,7.66,2.3,11.64,2.82,12.59,4.96,1.47,12.22,1,3.7,
5224.448728N,00220.628974W,39.39,13:29:31.55,7.89,2.31,11.71,2.82,12.86,5.01,1.51,12.48,1,3.1,
5224.449317N,00220.628471W,39.4,13:29:32.61,7.57,2.31,11.64,2.85,12.79,5.06,0.75,13.06,1.2,5.7,
5224.449884N,00220.627962W,39.36,13:29:33.66,7.4,2.31,11.22,2.81,12.73,5.07,0.75,12.99,1.2,4.8,
5224.450518N,00220.627436W,39.38,13:29:34.56,7.75,2.31,11.63,2.8,12.7,5,1.49,12.33,1,3.4,
5224.451177N,00220.626887W,39.35,13:29:35.61,7.83,2.31,11.51,2.85,12.75,5.16,1.49,12.37,1,2.7,
5224.451793N,00220.626315W,39.31,13:29:36.66,7.74,2.3,11.69,2.79,12.87,4.84,1.51,12.49,1,3.7,
5224.452378N,00220.625692W,39.35,13:29:37.56,7.96,2.31,11.75,2.76,12.94,4.93,1.52,12.56,1,2.9,
5224.452916N,00220.625058W,39.38,13:29:38.61,7.73,2.28,11.62,2.81,13.37,5.12,0.78,13.65,1.2,5.3,
5224.453415N,00220.624314W,39.3,13:29:39.65,6.78,2.29,11.18,2.78,13.65,5.05,1.26,14.96,1.6,3.1,
5224.453889N,00220.623681W,39.28,13:29:40.55,7,2.3,10.94,2.81,13.1,5.06,4.17,16.22,2.5,4.9,
5224.454371N,00220.623277W,39.28,13:29:41.61,7.62,2.29,10.96,2.81,13.07,5.05,4.16,16.18,2.5,4.4,
5224.454903N,00220.622950W,39.27,13:29:42.65,8.68,2.28,12.02,2.78,13.03,4.84,1.53,12.65,1,4.3,
5224.455446N,00220.622642W,39.26,13:29:43.56,8.02,2.29,11.67,2.8,13.06,5.01,1.53,12.68,1,2.5,
5224.455974N,00220.622262W,39.19,13:29:44.61,7.21,2.31,11.77,2.83,13.64,5.04,1.71,15.06,1.6,8.5,
5224.456507N,00220.621891W,39.22,13:29:45.65,7.42,2.29,11.75,2.79,13.7,5.1,0.8,13.98,1.2,6.4,
5224.456946N,00220.621526W,39.26,13:29:46.55,7.07,2.28,11.96,2.76,14.18,4.97,1.78,15.66,1.6,8.1,
5224.457256N,00220.621360W,39.28,13:29:47.61,7.36,2.27,11.86,2.77,13.94,5.06,1.75,15.4,1.6,9.1,
5224.457285N,00220.621412W,39.3,13:29:48.66,7.71,2.27,12.31,2.81,14.25,5.1,0.83,14.55,1.2,6.4,
5224.457263N,00220.621375W,39.31,13:29:49.56,8.08,2.27,12.48,2.82,14.57,5.05,0.95,15.29,1.2,5.8,
5224.457256N,00220.621357W,39.33,13:29:50.61,7.99,2.26,12.57,2.78,14.74,5.06,0.96,15.47,1.2,6.6,
5224.457266N,00220.621386W,39.32,13:29:51.66,8.14,2.26,12.59,2.8,14.57,5.02,0.95,15.29,1.2,5.3,
5224.457258N,00220.621393W,39.32,13:29:52.56,8.06,2.26,12.74,2.78,14.71,5.09,0.96,15.44,1.2,5.8,
5224.457255N,00220.621387W,39.32,13:29:53.61,8.07,2.26,12.76,2.82,14.68,5.16,0.96,15.4,1.2,5.5,
5224.457259N,00220.621390W,39.34,13:29:54.65,7.93,2.26,12.63,2.82,14.44,5.05,0.94,15.15,1.2,5.5,
5224.457257N,00220.621406W,39.34,13:29:55.56,8.16,2.26,12.58,2.79,14.5,5.09,0.95,15.22,1.2,4.9,
5224.457268N,00220.621400W,39.34,13:29:56.61,8.19,2.25,12.96,2.8,14.86,5.16,0.97,15.59,1.2,5.3,
5224.457262N,00220.621388W,39.33,13:29:57.65,8.14,2.26,12.75,2.8,14.57,5.15,0.95,15.29,1.2,4.8,
5224.457276N,00220.621399W,39.32,13:29:58.56,8.19,2.26,12.9,2.81,14.51,5.13,0.95,15.23,1.2,4.1,
5224.457274N,00220.621407W,39.33,13:29:59.60,8.26,2.25,12.95,2.81,14.8,5.13,0.97,15.53,1.2,4.8,
5224.457269N,00220.621396W,39.33,13:30:00.65,8.16,2.25,12.69,2.78,14.5,5.09,0.95,15.22,1.2,4.6,
5224.457281N,00220.621382W,39.34,13:30:01.55,8.3,2.24,12.8,2.8,14.7,5.06,0.96,15.43,1.2,4.8,
5224.457273N,00220.621377W,39.33,13:30:02.61,8.19,2.25,12.89,2.77,14.78,5.07,0.96,15.51,1.2,5.1,
5224.457264N,00220.621366W,39.35,13:30:03.65,8.4,2.24,12.77,2.79,14.56,5.11,0.95,15.28,1.2,5.3,
5224.457271N,00220.621365W,39.35,13:30:04.55,8.3,2.24,12.87,2.75,14.84,5.02,0.97,15.57,1.2,5,
5224.457267N,00220.621338W,39.34,13:30:05.61,8.13,2.24,12.83,2.8,14.9,5.14,0.97,15.63,1.2,6,
5224.457301N,00220.621336W,39.32,13:30:06.66,8.24,2.24,12.82,2.8,14.8,5.15,0.97,15.53,1.2,5.2,
5224.457298N,00220.621359W,39.32,13:30:07.55,8.38,2.24,12.94,2.81,14.6,5.14,0.95,15.32,1.2,4.7,
5224.457282N,00220.621365W,39.31,13:30:08.61,8.11,2.24,12.65,2.75,14.71,5.06,0.96,15.44,1.2,5.8,
5224.457287N,00220.621347W,39.3,13:30:09.65,8.04,2.24,12.69,2.8,14.66,5.1,0.96,15.38,1.2,5.8,
5224.457296N,00220.621328W,39.3,13:30:10.55,8.28,2.24,12.89,2.79,14.87,5.12,0.97,15.6,1.2,5.1,
5224.457439N,00220.621041W,39.33,13:30:11.61,8.3,2.24,13.21,2.83,14.96,5.19,0.98,15.7,1.2,4.6,
5224.457960N,00220.620698W,39.18,13:30:12.65,8.34,2.24,12.92,2.8,14.92,5.18,0.97,15.66,1.2,5,
5224.458596N,00220.620264W,39.24,13:30:13.55,8.43,2.25,13.31,2.85,15.32,5.3,1,16.08,1.2,5.2,
5224.459138N,00220.619708W,39.27,13:30:14.61,8.14,2.24,12.96,2.8,15.24,5.16,0.99,15.99,1.2,7,
5224.459674N,00220.619262W,39.23,13:30:15.66,8.55,2.24,13.48,2.82,15.91,5.27,1.04,16.69,1.2,6.7,
5224.460292N,00220.618596W,39.26,13:30:16.56,8.59,2.25,13.1,2.82,15.5,5.21,1.01,16.26,1.2,5.9,
5224.460861N,00220.618105W,39.25,13:30:17.61,8.89,2.23,13.7,2.87,16.46,5.34,3.03,17.76,1.6,4,
5224.461426N,00220.617631W,39.27,13:30:18.51,9.02,2.25,14.05,2.83,17.24,5.3,1.43,19.42,1.6,3.3,
5224.462034N,00220.617170W,39.29,13:30:19.56,9.56,2.25,14.54,2.84,17.71,5.41,3.25,19.11,1.6,3.8,
5224.462719N,00220.616627W,39.34,13:30:20.61,9.69,2.25,14.78,2.83,18.38,5.4,1.53,20.7,1.6,3.5,
5224.463263N,00220.616010W,39.31,13:30:21.50,9.03,2.25,14.91,2.84,18.97,5.53,1.57,21.37,1.6,3.8,
5224.463799N,00220.615488W,39.34,13:30:22.55,9.45,2.25,14.91,2.83,19.03,5.39,1.58,21.44,1.6,2.5,
5224.464346N,00220.614991W,39.39,13:30:23.61,9.55,2.27,14.75,2.86,19.55,5.52,1.62,22.02,1.6,4.5,
5224.464903N,00220.614442W,39.43,13:30:24.50,9.73,2.36,14.14,2.97,18.71,5.4,1.55,21.07,1.6,4.4,
5224.465500N,00220.613941W,39.37,13:30:25.55,10.51,2.25,14.49,2.87,18.97,5.34,3.49,20.47,1.6,3.5,
5224.466059N,00220.613356W,39.35,13:30:26.61,10.41,2.25,14.78,2.79,18.84,5.18,3.46,20.33,1.6,2.7,
5224.466566N,00220.612777W,39.38,13:30:27.51,9.84,2.25,14.98,2.87,19.63,5.56,1.63,22.11,1.6,3.3,
5224.467089N,00220.612268W,39.43,13:30:28.56,9.51,2.24,14.88,2.87,19.25,5.47,1.6,21.68,1.6,3.2,
5224.467652N,00220.611775W,39.44,13:30:29.61,9.5,2.24,14.91,2.86,20,5.07,5.1,38.77,4.1,5.5,
5224.468245N,00220.611219W,39.52,13:30:30.50,9.78,2.23,15.33,2.91,19.85,5.56,1.65,22.36,1.6,3.5,
5224.468815N,00220.610739W,39.58,13:30:31.56,9.9,2.22,15.14,2.88,20.02,5.77,1.66,22.55,1.6,4.1,
5224.469313N,00220.610323W,39.62,13:30:32.61,9.08,2.23,14.7,2.91,19.62,5.57,3.02,32.34,3.2,3.7,
5224.469878N,00220.609821W,39.66,13:30:33.51,9.11,2.23,14.58,2.86,20.35,5.59,3.08,35.9,3.2,1.4,
5224.470298N,00220.609489W,39.77,13:30:34.56,8.8,2.22,14.39,2.82,19.68,5.47,3.03,32.43,3.2,1.9,
5224.470749N,00220.609156W,39.81,13:30:35.61,9.06,2.22,14.23,2.85,19.35,5.48,2.98,31.89,3.2,3.4,
5224.471109N,00220.609021W,39.86,13:30:36.51,9.14,2.22,14.6,2.85,20.31,5.54,3.13,33.47,3.2,1.7,
5224.471195N,00220.609006W,39.92,13:30:37.56,8.99,2.22,14.62,2.84,20.36,5.71,3.08,35.92,3.2,1.9,
5224.471260N,00220.609126W,39.93,13:30:38.61,9.67,2.21,14.89,2.84,19.94,5.56,5.08,38.66,4.1,4.8,
5224.471359N,00220.608585W,39.96,13:30:39.50,10.33,2.22,14.44,2.88,19.51,5.63,4.97,37.82,4.1,4.9,
5224.471854N,00220.608207W,39.98,13:30:40.55,9.93,2.21,14.98,2.84,19.83,5.48,1.65,22.34,1.6,3.7,
5224.472284N,00220.607893W,40.09,13:30:41.61,9.59,2.22,14.86,2.86,20.33,5.55,3.13,33.51,3.2,3.7,
5224.472640N,00220.607344W,40.05,13:30:42.50,9.62,2.21,14.95,2.79,20.38,5.44,3.08,35.95,3.2,3.8,
5224.472933N,00220.606944W,40.13,13:30:43.55,9.84,2.22,15.53,2.92,20.3,5.65,1.68,22.87,1.6,4.5,
5224.472965N,00220.606926W,40.13,13:30:44.61,9.89,2.22,15.04,2.86,20.01,5.58,5.1,38.79,4.1,4.4,
5224.473003N,00220.606895W,40.1,13:30:45.50,10.35,2.21,14.93,2.9,19.3,5.66,3.55,20.82,1.6,4.3,
5224.473030N,00220.606868W,40.08,13:30:46.55,9.83,2.21,14.45,2.89,19.27,5.7,4.91,37.36,4.1,4.1,
5224.472997N,00220.606884W,40.06,13:30:47.61,10.39,2.2,14.91,2.9,19.35,5.47,3.56,20.88,1.6,4.4,
5224.472957N,00220.606914W,40.04,13:30:48.50,10.63,2.2,15.35,2.86,19.81,5.53,3.64,21.37,1.6,4.4,
5224.472946N,00220.606909W,40.02,13:30:49.55,10.45,2.21,14.99,2.89,19.33,5.62,3.55,20.86,1.6,4,
