Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.508597N,00255.795352W,22.11,11:08:23.30,-1.09,2.5,1.26,2.63,4.01,3.01,-1,-1,-1,-1,
5332.508597N,00255.795352W,22.11,11:08:23.83,-1.52,2.45,1.36,2.61,4.03,3.05,-1,-1,-1,-1,
5332.508592N,00255.795403W,22.19,11:08:24.28,-1.63,2.45,1.39,2.61,3.95,3.12,-1,-1,-1,-1,
5332.508592N,00255.795403W,22.19,11:08:24.80,-2.06,2.4,1.53,2.62,4.05,3.07,-1,-1,-1,-1,
5332.508598N,00255.795464W,22.25,11:08:25.33,-2.15,2.38,1.5,2.62,4.28,3.05,-1,-1,-1,-1,
5332.508598N,00255.795464W,22.25,11:08:25.78,-2.38,2.37,1.57,2.62,4.27,3.04,-1,-1,-1,-1,
5332.508557N,00255.795516W,22.33,11:08:26.31,-2.6,2.36,1.62,2.62,4.19,3.03,-1,-1,-1,-1,
5332.508557N,00255.795516W,22.33,11:08:26.83,-2.68,2.36,1.55,2.62,4.03,3.03,-1,-1,-1,-1,
5332.508571N,00255.795535W,22.4,11:08:27.28,-2.65,2.36,1.53,2.62,4.17,3.04,-1,-1,-1,-1,
5332.508571N,00255.795535W,22.4,11:08:27.80,-2.67,2.35,1.51,2.61,4.27,3.02,-1,-1,-1,-1,
5332.508619N,00255.795562W,22.41,11:08:28.33,-2.67,2.36,1.55,2.62,4.12,3.03,-1,-1,-1,-1,
5332.508619N,00255.795562W,22.41,11:08:28.78,-1.38,2.46,1.44,2.61,4.21,3.05,-1,-1,-1,-1,
5332.508545N,00255.795524W,22.44,11:08:29.30,-0.56,2.5,1.24,2.64,3.96,3.02,-1,-1,-1,-1,
