    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   80   81        83   84        0.01704         54.491         54.507         0.58575E+02    0.58575E+02    0
   80   81        84   85        0.85534         51.043         52.741         0.26138E+02    0.26138E+02    0
   80   81        85   86        0.17414         59.232         59.900         0.15521E+02    0.15521E+02    0
   80   81        86   87       -0.12971         72.443         71.587         0.10915E+02    0.10915E+02    0
   80   81        87   88       -0.33273         67.915         64.485         0.64207E+01    0.64207E+01    0
   80   81        88   89       -0.43333         80.403         73.818         0.50714E+01    0.50714E+01    0
   80   81        89   90       -0.38827         85.496         77.143         0.37770E+01    0.37770E+01    0
   80   81        90   91       -0.50400         99.435         84.926         0.31955E+01    0.31955E+01    0
   80   81        91   92       -0.47000         91.132         73.581         0.21971E+01    0.21971E+01    0
   81   82        83   84       -0.51060         57.009         56.703         0.94945E+02    0.94945E+02    0
   81   82        84   85        0.19567         44.392         44.563         0.50736E+02    0.50736E+02    0
   81   82        85   86        0.73477         48.556         50.008         0.24946E+02    0.24946E+02    0
   81   82        86   87        0.33549         58.719         60.013         0.15390E+02    0.15390E+02    0
   81   82        87   88       -0.11840         55.596         54.817         0.83972E+01    0.83972E+01    0
   81   82        88   89       -0.28504         66.546         63.599         0.62918E+01    0.62918E+01    0
   81   82        89   90       -0.28108         71.444         67.125         0.45076E+01    0.45076E+01    0
   81   82        90   91       -0.43393         83.753         74.485         0.37001E+01    0.37001E+01    0
   81   82        91   92       -0.43372         77.284         64.903         0.24841E+01    0.24841E+01    0
   81   82        92   93       -0.43547         95.539         79.080         0.23032E+01    0.23032E+01    0
   82   83        84   85       -0.50948         58.884         58.570         0.95239E+02    0.95239E+02    0
   82   83        85   86       -0.79791         53.258         52.527         0.57694E+02    0.57694E+02    0
   82   83        86   87        1.07992         59.387         61.560         0.30050E+02    0.30050E+02    0
   82   83        87   88        0.17402         56.264         56.931         0.14761E+02    0.14761E+02    0
   82   83        88   89       -0.15184         68.149         67.149         0.10275E+02    0.10275E+02    0
   82   83        89   90       -0.20370         73.891         71.767         0.69830E+01    0.69830E+01    0
   82   83        90   91       -0.44881         87.260         80.425         0.55027E+01    0.55027E+01    0
   82   83        91   92       -0.49723         81.062         70.554         0.35814E+01    0.35814E+01    0
   82   83        92   93       -0.50079        100.987         86.546         0.32453E+01    0.32453E+01    0
   82   83        93   94       -0.47168         99.463         81.701         0.23978E+01    0.23978E+01    0
   83   84        85   86       -0.33372         54.869         54.676         0.94575E+02    0.94575E+02    0
   83   84        86   87        0.17270         50.366         50.523         0.55547E+02    0.55547E+02    0
   83   84        87   88        0.77743         44.958         46.490         0.23200E+02    0.23200E+02    0
   83   84        88   89        0.19904         55.261         56.025         0.14504E+02    0.14504E+02    0
   83   84        89   90       -0.02333         61.131         60.977         0.92265E+01    0.92265E+01    0
   83   84        90   91       -0.34810         72.953         69.361         0.68948E+01    0.68948E+01    0
   83   84        91   92       -0.43052         67.987         61.495         0.42899E+01    0.42899E+01    0
   83   84        92   93       -0.49268         86.636         76.172         0.38273E+01    0.38273E+01    0
   83   84        93   94       -0.47037         85.817         72.362         0.27582E+01    0.27582E+01    0
   83   84        94   95       -0.43466         86.601         70.325         0.20879E+01    0.20879E+01    0
   84   85        86   87       -0.70841         55.132         54.721         0.94622E+02    0.94622E+02    0
   84   85        87   88        0.22579         38.451         38.643         0.45431E+02    0.45431E+02    0
   84   85        88   89        0.57542         45.174         46.303         0.23306E+02    0.23306E+02    0
   84   85        89   90        0.26829         49.896         50.927         0.13121E+02    0.13121E+02    0
   84   85        90   91       -0.17340         59.767         58.629         0.90223E+01    0.90223E+01    0
   84   85        91   92       -0.34350         55.952         52.436         0.52932E+01    0.52932E+01    0
   84   85        92   93       -0.37996         71.296         65.521         0.44982E+01    0.44982E+01    0
   84   85        93   94       -0.40003         71.031         62.532         0.31387E+01    0.31387E+01    0
   84   85        94   95       -0.38625         71.967         60.900         0.23133E+01    0.23133E+01    0
   84   85        95   96       -0.33965         80.589         67.664         0.19430E+01    0.19430E+01    0
   85   86        87   88       -0.47010         43.845         43.621         0.91870E+02    0.91870E+02    0
   85   86        88   89       -0.03930         44.093         44.058         0.50481E+02    0.50481E+02    0
   85   86        89   90        0.61493         47.406         48.616         0.24390E+02    0.24390E+02    0
   85   86        90   91        0.00458         56.955         56.972         0.14938E+02    0.14938E+02    0
   85   86        91   92       -0.28368         53.573         51.728         0.80937E+01    0.80937E+01    0
   85   86        92   93       -0.36223         69.321         65.593         0.65530E+01    0.65530E+01    0
   85   86        93   94       -0.41387         69.415         63.156         0.43798E+01    0.43798E+01    0
   85   86        94   95       -0.42690         70.851         61.820         0.31308E+01    0.31308E+01    0
   85   86        95   96       -0.38780         80.151         68.950         0.25762E+01    0.25762E+01    0
   86   87        88   89       -1.05425         55.727         55.110         0.94728E+02    0.94728E+02    0
   86   87        89   90       -0.52203         51.851         51.375         0.56664E+02    0.56664E+02    0
   86   87        90   91        0.32134         59.525         60.163         0.30113E+02    0.30113E+02    0
